regno,name,dept,hist_arrear,cgpa,dept_encoded,hist_arrear_encoded,placement_eligible,risk_group
101026,Christopher Roberson,EEE,Yes,7.89,4,1,False,Low
101027,Shirley Campos,CSE,Yes,9.47,2,1,False,Low
101028,Tammy Williams,EEE,No,6.38,4,0,False,Low
101029,Jerry Sanders,ECE,Yes,9.5,3,1,False,Low
101030,Michael Stanley,AD,No,8.39,0,0,True,Low
101031,Annette Tucker,AD,No,5.45,0,0,False,High
101032,Christopher Robinson,CIVIL,Yes,6.96,1,1,False,Low
101033,Michelle Wise,ECE,No,9.53,3,0,True,Low
101034,Michelle Morgan,AD,Yes,9.47,0,1,False,Low
101035,Angela Nunez,AD,No,8.38,0,0,True,Low
101036,Brooke Walker,MECH,Yes,6.24,6,1,False,Low
101037,Vincent Stephens,FT,No,8.16,5,0,True,Low
101038,Derek Santiago,CIVIL,Yes,8.48,1,1,False,Low
101039,Melanie Mcgee,ECE,No,6.55,3,0,False,Low
101040,Ronald Davis,MECH,Yes,6.73,6,1,False,Low
101041,Nicholas Goodman,CSE,No,8.74,2,0,True,Low
101042,Natalie Ramos,CIVIL,No,9.11,1,0,True,Low
101043,Antonio Copeland,CIVIL,No,9.22,1,0,True,Low
101044,Christopher Evans,MECH,No,7.95,6,0,True,Low
101045,Daniel Lin,MECH,Yes,8.66,6,1,False,Low
101046,Heidi Lambert,CSE,No,8.83,2,0,True,Low
101047,Jessica Lucas,CSE,No,6.94,2,0,False,Low
101048,Patricia Shaw,MECH,No,8.94,6,0,True,Low
101049,Megan Love,AD,No,7.63,0,0,True,Low
101050,Joseph Brown,EEE,Yes,7.01,4,1,False,Low
101051,Darrell Strickland,FT,No,7.92,5,0,True,Low
101052,Tiffany Garcia,EEE,Yes,8.51,4,1,False,Low
101053,Daniel Medina,CIVIL,No,8.46,1,0,True,Low
101054,Timothy Gonzalez,AD,No,9.48,0,0,True,Low
101055,Angela Ball,EEE,No,5.91,4,0,False,High
101056,Cody Cantrell,MECH,No,6.98,6,0,False,Low
101057,Jamie Harris,EEE,Yes,5.78,4,1,False,High
101058,Lawrence Floyd,CSE,No,8.14,2,0,True,Low
101059,Jeremy Wolf,AD,Yes,5.23,0,1,False,High
101060,Juan Benton,ECE,No,8.09,3,0,True,Low
101061,Larry Fields,CIVIL,No,9.62,1,0,True,Low
101062,Joseph Perez,ECE,No,9.34,3,0,True,Low
101063,Pamela Clark,EEE,Yes,8.7,4,1,False,Low
101064,Bryan Lam DDS,FT,No,9.31,5,0,True,Low
101065,Theresa Garrett,CIVIL,Yes,8.76,1,1,False,Low
101066,Timothy Griffin,MECH,No,9.97,6,0,True,Low
101067,Brent Medina,ECE,No,5.88,3,0,False,High
101068,Dillon Ryan,CSE,Yes,8.84,2,1,False,Low
101069,Daniel Spears,CSE,Yes,7.08,2,1,False,Low
101070,Brian Adkins,CSE,No,7.65,2,0,True,Low
101071,John Tate,FT,Yes,9.62,5,1,False,Low
101072,Shelby Reese,FT,No,7.5,5,0,False,Low
101073,Sabrina Anderson,EEE,Yes,8.98,4,1,False,Low
101074,Mario Monroe,CSE,Yes,5.96,2,1,False,High
101075,Megan Davis,CSE,No,5.67,2,0,False,High
101076,Cassidy Rodriguez,AD,No,9.29,0,0,True,Low
101077,Daniel Dominguez,CSE,No,7.88,2,0,True,Low
101078,Melissa Lewis,FT,No,7.07,5,0,False,Low
101079,Timothy Williams,MECH,No,9.93,6,0,True,Low
101080,Blake Lee,FT,Yes,5.07,5,1,False,High
101081,Vanessa Mosley,CSE,No,9.93,2,0,True,Low
101082,Abigail Branch,ECE,No,8.9,3,0,True,Low
101083,Ashley Bolton,CSE,No,8.12,2,0,True,Low
101084,Robert Evans,AD,No,9.95,0,0,True,Low
101085,Jeffrey Bailey,FT,Yes,9.81,5,1,False,Low
101086,Patty Gross,CIVIL,Yes,8.07,1,1,False,Low
101087,Alexandra Johnson,MECH,No,5.03,6,0,False,High
101088,Jeremy Norris,CSE,Yes,8.7,2,1,False,Low
101089,Jacob Strong,FT,No,6.63,5,0,False,Low
101090,Krista Parker,FT,Yes,9.91,5,1,False,Low
101091,Kelli Chapman,CIVIL,No,7.85,1,0,True,Low
101092,William Gonzalez,CSE,No,9.73,2,0,True,Low
101093,Carla Morgan,CIVIL,No,8.07,1,0,True,Low
101094,Nancy Coleman,MECH,No,8.93,6,0,True,Low
101095,Cheryl Costa,MECH,Yes,7.3,6,1,False,Low
101096,Sandra Martin,MECH,No,5.21,6,0,False,High
101097,Whitney Dixon,FT,No,9.85,5,0,True,Low
101098,Rita Hobbs,CSE,Yes,7.41,2,1,False,Low
101099,Lori Duffy,ECE,Yes,6.16,3,1,False,Low
101100,Nancy Nguyen,CIVIL,Yes,8.71,1,1,False,Low
101101,Kevin Dickson,EEE,No,5.48,4,0,False,High
101102,Zachary Obrien,AD,Yes,8.49,0,1,False,Low
101103,Peter Martin,MECH,Yes,5.72,6,1,False,High
101104,Christopher Francis,CIVIL,No,6.0,1,0,False,Low
101105,Wanda Jones,AD,Yes,5.95,0,1,False,High
101106,Terry Edwards,FT,Yes,5.23,5,1,False,High
101107,Patricia Wilson,ECE,No,9.84,3,0,True,Low
101108,Angel Duran,ECE,Yes,7.89,3,1,False,Low
101109,Michael Benson,MECH,No,7.53,6,0,True,Low
101110,Danielle Flores,ECE,No,7.85,3,0,True,Low
101111,Jason Welch,EEE,No,5.96,4,0,False,High
101112,Cheryl Garcia,CIVIL,No,7.61,1,0,True,Low
101113,Joseph Gutierrez,ECE,Yes,9.16,3,1,False,Low
101114,Sandra Weber,FT,Yes,5.92,5,1,False,High
101115,Benjamin Martin,ECE,Yes,7.0,3,1,False,Low
101116,Samantha Perez,FT,No,6.14,5,0,False,Low
101117,William Miller,EEE,No,7.93,4,0,True,Low
101118,Samantha Hickman,FT,No,7.09,5,0,False,Low
101119,Catherine Hayes,EEE,Yes,8.49,4,1,False,Low
101120,Johnny Nichols,AD,Yes,7.35,0,1,False,Low
101121,Heather Wiggins,MECH,Yes,6.09,6,1,False,Low
101122,Nicholas Montgomery,ECE,No,7.94,3,0,True,Low
101123,Diane Campbell,AD,Yes,7.94,0,1,False,Low
101124,Sarah Haney,EEE,Yes,5.99,4,1,False,High
101125,Brian Bates,AD,Yes,6.0,0,1,False,Low
101126,Candace Bradley,AD,No,8.06,0,0,True,Low
101127,Jason Jackson,AD,Yes,6.7,0,1,False,Low
101128,Regina Scott,AD,No,5.68,0,0,False,High
101129,Thomas Park,MECH,Yes,9.28,6,1,False,Low
101130,Stephanie Matthews,CSE,No,9.69,2,0,True,Low
101131,Vanessa Miller,AD,Yes,9.03,0,1,False,Low
101132,Alexandria Johnson,FT,Yes,5.74,5,1,False,High
101133,Stacy Kelly,AD,Yes,6.02,0,1,False,Low
101134,James Barrett,EEE,Yes,9.12,4,1,False,Low
101135,Eric Carter,CSE,No,9.51,2,0,True,Low
101136,Joseph Williams,ECE,No,7.63,3,0,True,Low
101137,Malik Bishop,ECE,Yes,5.8,3,1,False,High
101138,Rachel Martinez,CIVIL,No,6.22,1,0,False,Low
101139,Diane Bolton,EEE,No,7.27,4,0,False,Low
101140,John Hernandez,AD,No,7.96,0,0,True,Low
101141,Katie Ballard,FT,Yes,7.16,5,1,False,Low
101142,Tammy Bean,CIVIL,Yes,5.29,1,1,False,High
101143,Scott Parker,MECH,No,9.8,6,0,True,Low
101144,Stephanie Johnson,ECE,No,9.29,3,0,True,Low
101145,Joshua Joseph,CIVIL,No,9.14,1,0,True,Low
101146,Jennifer Fleming,ECE,No,7.06,3,0,False,Low
101147,Paul Burnett,CIVIL,No,5.7,1,0,False,High
101148,Ashley Rush,FT,Yes,9.57,5,1,False,Low
101149,Peter Sanchez,ECE,No,5.7,3,0,False,High
101150,Michelle Singh,CSE,No,9.0,2,0,True,Low
101151,Jeffrey Jackson,FT,Yes,8.32,5,1,False,Low
101152,Erin Yang,ECE,Yes,9.27,3,1,False,Low
101153,Andrew Jones,FT,No,9.34,5,0,True,Low
101154,Dawn Williams,MECH,Yes,6.92,6,1,False,Low
101155,Tammie Ford,CSE,No,8.3,2,0,True,Low
101156,Thomas Ellis,FT,No,8.5,5,0,True,Low
101157,Ryan Harris,ECE,No,8.79,3,0,True,Low
101158,Harry Rubio,FT,Yes,6.43,5,1,False,Low
101159,Jonathan Flores,FT,Yes,8.14,5,1,False,Low
101160,Randy Wright,ECE,Yes,7.01,3,1,False,Low
101161,Nichole Mendoza,FT,Yes,9.98,5,1,False,Low
101162,Cristian Sullivan,ECE,No,9.07,3,0,True,Low
101163,Justin Schmidt,FT,Yes,5.3,5,1,False,High
101164,Angel Smith,FT,No,7.89,5,0,True,Low
101165,Angela Kemp,CIVIL,No,7.07,1,0,False,Low
101166,Christina Martinez,CIVIL,Yes,9.24,1,1,False,Low
101167,Michelle Prince,EEE,No,8.43,4,0,True,Low
101168,Christopher Peterson,CIVIL,No,9.62,1,0,True,Low
101169,Tonya Nelson,AD,No,7.04,0,0,False,Low
101170,Madeline Andersen,CIVIL,Yes,7.49,1,1,False,Low
101171,Mary Williams,AD,Yes,8.75,0,1,False,Low
101172,Lee Rich,FT,No,8.54,5,0,True,Low
101173,Anthony Tanner,CIVIL,No,5.17,1,0,False,High
101174,Carl Ortiz,ECE,No,9.6,3,0,True,Low
101175,Kelli Johnson,ECE,Yes,7.79,3,1,False,Low
101176,Christina Pham,CSE,No,8.92,2,0,True,Low
101177,Danny Gilmore,MECH,No,9.04,6,0,True,Low
101178,Holly Cruz,CSE,No,7.81,2,0,True,Low
101179,Carol Hammond,AD,Yes,8.63,0,1,False,Low
101180,Mary Valentine,AD,Yes,7.67,0,1,False,Low
101181,Crystal Martin,CIVIL,No,5.26,1,0,False,High
101182,Jessica Long,CIVIL,Yes,5.64,1,1,False,High
101183,Veronica Lewis,AD,Yes,9.25,0,1,False,Low
101184,Taylor Black,ECE,No,6.24,3,0,False,Low
101185,Timothy Chung,AD,Yes,9.37,0,1,False,Low
101186,Raymond Miller,CSE,Yes,7.31,2,1,False,Low
101187,Benjamin Stevenson,AD,Yes,7.77,0,1,False,Low
101188,Timothy Harris,CSE,Yes,7.71,2,1,False,Low
101189,Mr. Cory Burgess,CSE,No,8.57,2,0,True,Low
101190,Michelle Baldwin,MECH,Yes,6.35,6,1,False,Low
101191,Michael Lewis,CSE,No,8.98,2,0,True,Low
101192,Sydney Morrison,CIVIL,Yes,6.1,1,1,False,Low
101193,Stacy Rice,CSE,No,7.57,2,0,True,Low
101194,Samuel Marquez,CSE,No,8.9,2,0,True,Low
101195,Richard Davies,EEE,No,7.74,4,0,True,Low
101196,Michael Young,CSE,No,8.37,2,0,True,Low
101197,Stacy Delgado,MECH,No,9.48,6,0,True,Low
101198,David Wright,MECH,Yes,6.04,6,1,False,Low
101199,Nicholas Taylor,FT,Yes,8.25,5,1,False,Low
101200,Jessica Alvarado,FT,Yes,8.73,5,1,False,Low
101201,Cheryl Webb,ECE,No,9.85,3,0,True,Low
101202,Melanie Kelly,CSE,Yes,9.5,2,1,False,Low
101203,Maria Howard,MECH,Yes,6.88,6,1,False,Low
101204,Russell Moore,ECE,No,5.08,3,0,False,High
101205,Teresa Mckay,FT,Yes,8.71,5,1,False,Low
101206,Angela Lin,AD,No,9.21,0,0,True,Low
101207,Kelly Johnson,ECE,No,7.39,3,0,False,Low
101208,Tracy Morales,AD,Yes,6.97,0,1,False,Low
101209,Krystal Campbell,ECE,No,5.13,3,0,False,High
101210,Debra Zamora,AD,Yes,7.91,0,1,False,Low
101211,Karla Turner,CSE,No,7.0,2,0,False,Low
101212,John Medina,FT,No,9.72,5,0,True,Low
101213,Stephanie Flynn,ECE,Yes,5.55,3,1,False,High
101214,Richard Shaw,AD,No,7.33,0,0,False,Low
101215,Lisa Conner,AD,No,7.67,0,0,True,Low
101216,Steven Moore,FT,Yes,8.69,5,1,False,Low
101217,Albert Howard,ECE,No,7.27,3,0,False,Low
101218,Dawn Perez,MECH,No,9.65,6,0,True,Low
101219,Christina Obrien,CIVIL,No,6.02,1,0,False,Low
101220,Stephen Zhang,CSE,Yes,6.63,2,1,False,Low
101221,Nicolas Dennis,CSE,Yes,6.26,2,1,False,Low
101222,Sherry Wilson,CSE,No,8.69,2,0,True,Low
101223,Jacob Allen,CIVIL,No,7.44,1,0,False,Low
101224,Beverly Norman,EEE,No,5.08,4,0,False,High
101225,Arthur Higgins,EEE,Yes,7.09,4,1,False,Low
101226,Erik Black MD,MECH,Yes,7.0,6,1,False,Low
101227,Keith Huang,ECE,No,9.26,3,0,True,Low
101228,Megan Nguyen,MECH,Yes,6.87,6,1,False,Low
101229,Erin Young,EEE,No,8.64,4,0,True,Low
101230,Jason Benton,FT,Yes,7.52,5,1,False,Low
101231,Mr. Joshua Boyer Jr.,CSE,Yes,9.76,2,1,False,Low
101232,Karl Johnson,ECE,Yes,8.23,3,1,False,Low
101233,Catherine Gordon PhD,CIVIL,No,6.52,1,0,False,Low
101234,Corey Murray,CSE,Yes,8.89,2,1,False,Low
101235,Summer Hebert,EEE,No,6.48,4,0,False,Low
101236,Shannon Huang,EEE,No,5.52,4,0,False,High
101237,Amy Mccoy,FT,No,7.79,5,0,True,Low
101238,Breanna Hess,CIVIL,Yes,9.96,1,1,False,Low
101239,Megan Kelly,FT,No,8.23,5,0,True,Low
101240,Eric Maldonado,EEE,Yes,5.33,4,1,False,High
101241,Melissa Reed,CIVIL,No,6.46,1,0,False,Low
101242,Meagan Patton,CSE,No,5.38,2,0,False,High
101243,Christopher Robinson,FT,Yes,8.92,5,1,False,Low
101244,Christine Marshall,EEE,Yes,5.73,4,1,False,High
101245,Lisa Hawkins,ECE,Yes,8.87,3,1,False,Low
101246,Mark Mitchell MD,CSE,Yes,5.1,2,1,False,High
101247,Robert Hill,CSE,No,6.41,2,0,False,Low
101248,Cynthia Smith,AD,No,9.31,0,0,True,Low
101249,Jeff Shaw,AD,Yes,8.19,0,1,False,Low
101250,Tina Stevenson,MECH,Yes,7.08,6,1,False,Low
101251,Javier Oliver,CIVIL,No,5.21,1,0,False,High
101252,Brittany Cole,MECH,Yes,8.2,6,1,False,Low
101253,Belinda Costa,EEE,No,5.67,4,0,False,High
101254,Tanya Murphy,EEE,Yes,8.52,4,1,False,Low
101255,Jennifer Miller,CIVIL,Yes,6.31,1,1,False,Low
101256,Christopher West,AD,No,8.56,0,0,True,Low
101257,Amy Cooper,FT,Yes,5.64,5,1,False,High
101258,Thomas Guzman,ECE,No,7.1,3,0,False,Low
101259,Victoria Escobar,FT,Yes,6.54,5,1,False,Low
101260,Carlos Webster,CSE,Yes,5.35,2,1,False,High
101261,Michael Griffith,MECH,Yes,8.35,6,1,False,Low
101262,Dana Douglas,ECE,No,7.44,3,0,False,Low
101263,Joshua Edwards,EEE,Yes,9.85,4,1,False,Low
101264,Adam Cox,CSE,No,5.62,2,0,False,High
101265,Jose Benjamin,EEE,Yes,8.29,4,1,False,Low
101266,Eric Black,MECH,No,8.12,6,0,True,Low
101267,Brian Ray,AD,Yes,7.14,0,1,False,Low
101268,Holly Dorsey,EEE,Yes,6.29,4,1,False,Low
101269,Michael Middleton,ECE,No,7.81,3,0,True,Low
101270,Frank Dorsey,CIVIL,Yes,7.92,1,1,False,Low
101271,Timothy Williams,CIVIL,No,9.46,1,0,True,Low
101272,Jenny Bernard,EEE,Yes,6.95,4,1,False,Low
101273,James Gaines,CSE,Yes,8.71,2,1,False,Low
101274,Vincent Anthony,EEE,No,6.66,4,0,False,Low
101275,Jasmine Aguirre,AD,No,7.64,0,0,True,Low
101276,Justin Miller MD,FT,No,9.85,5,0,True,Low
101277,Ronald Fernandez,FT,No,7.91,5,0,True,Low
101278,Robert Morton,FT,No,9.56,5,0,True,Low
101279,Jack Waters,FT,Yes,6.09,5,1,False,Low
101280,Cheryl Santiago,AD,Yes,6.85,0,1,False,Low
101281,Ryan Davis,FT,No,8.97,5,0,True,Low
101282,Amy Moore,CIVIL,No,6.91,1,0,False,Low
101283,Anna Mendez,ECE,Yes,5.23,3,1,False,High
101284,Joshua Gutierrez,CIVIL,Yes,7.83,1,1,False,Low
101285,Patrick Smith,CIVIL,No,8.91,1,0,True,Low
101286,Trevor Woodward,EEE,Yes,9.0,4,1,False,Low
101287,Mathew Thompson,CSE,Yes,5.33,2,1,False,High
101288,Savannah White,CSE,No,6.11,2,0,False,Low
101289,Michael Dean,CSE,No,7.14,2,0,False,Low
101290,James Maxwell,MECH,Yes,9.38,6,1,False,Low
101291,Cassandra Carney,FT,No,6.29,5,0,False,Low
101292,Theodore Rivera,ECE,No,6.1,3,0,False,Low
101293,Alexander Miller,ECE,Yes,8.37,3,1,False,Low
101294,Jason Ruiz,EEE,Yes,7.09,4,1,False,Low
101295,Nicole Farrell,EEE,No,7.27,4,0,False,Low
101296,Robert Fry,CSE,No,5.66,2,0,False,High
101297,Rachel Clay,FT,No,7.71,5,0,True,Low
101298,Misty Carson,AD,Yes,9.17,0,1,False,Low
101299,Tara Martinez DDS,MECH,No,7.67,6,0,True,Low
101300,John House,EEE,No,5.27,4,0,False,High
101301,Karen Donaldson,AD,Yes,8.54,0,1,False,Low
101302,Thomas Blair,FT,No,7.67,5,0,True,Low
101303,Thomas Smith,CSE,Yes,9.08,2,1,False,Low
101304,Jasmine Montgomery,AD,Yes,5.29,0,1,False,High
101305,Susan Thomas,CSE,Yes,8.7,2,1,False,Low
101306,Ms. Lisa Hudson MD,CSE,Yes,10.0,2,1,False,Low
101307,Mitchell Simmons,EEE,Yes,8.88,4,1,False,Low
101308,Mrs. Kristi Strong,CSE,Yes,5.37,2,1,False,High
101309,Stephanie Andrews,EEE,No,9.73,4,0,True,Low
101310,Kimberly Taylor,FT,Yes,7.02,5,1,False,Low
101311,Michael Adams,EEE,No,9.43,4,0,True,Low
101312,Francisco Lara,FT,No,8.77,5,0,True,Low
101313,Victor Owens,MECH,Yes,5.9,6,1,False,High
101314,Tammy Pratt,ECE,Yes,6.17,3,1,False,Low
101315,Heather Hall,FT,Yes,8.84,5,1,False,Low
101316,Eric Jones,CIVIL,Yes,7.6,1,1,False,Low
101317,Charles Mcgee,AD,Yes,8.7,0,1,False,Low
101318,Patty Stevenson,CSE,No,8.6,2,0,True,Low
101319,Matthew Strong,MECH,No,8.04,6,0,True,Low
101320,Richard Levine,AD,Yes,5.88,0,1,False,High
101321,Daniel Aguilar,ECE,No,7.92,3,0,True,Low
101322,Brittany Molina,CSE,No,8.66,2,0,True,Low
101323,Melissa Lee,EEE,Yes,5.58,4,1,False,High
101324,Michael Benson,ECE,No,7.81,3,0,True,Low
101325,Joshua Fisher,FT,Yes,8.27,5,1,False,Low
101326,Sean Knight,FT,No,6.22,5,0,False,Low
101327,Pamela Miles,CSE,Yes,7.65,2,1,False,Low
101328,John Moore,FT,No,5.51,5,0,False,High
101329,Gabriel Friedman,EEE,Yes,6.57,4,1,False,Low
101330,Justin Fisher,AD,No,9.38,0,0,True,Low
101331,Joseph Cannon,EEE,Yes,7.34,4,1,False,Low
101332,Robert Hardin,AD,No,7.31,0,0,False,Low
101333,Holly Mathews,CIVIL,Yes,7.07,1,1,False,Low
101334,James Hernandez,CSE,Yes,8.03,2,1,False,Low
101335,William Wheeler,AD,No,5.01,0,0,False,High
101336,Jacqueline Brown,MECH,No,7.24,6,0,False,Low
101337,John Gray,EEE,Yes,7.34,4,1,False,Low
101338,Brian Munoz,AD,No,9.49,0,0,True,Low
101339,Ann Smith,ECE,No,8.06,3,0,True,Low
101340,Andrea Brewer,CSE,No,6.83,2,0,False,Low
101341,Nathaniel Green,CSE,Yes,8.34,2,1,False,Low
101342,Kristina Nguyen,EEE,Yes,7.36,4,1,False,Low
101343,Joseph Walters,MECH,Yes,7.72,6,1,False,Low
101344,Yvonne Thompson,MECH,Yes,8.87,6,1,False,Low
101345,Carrie Morgan,FT,No,6.67,5,0,False,Low
101346,Alexa Smith,CIVIL,No,6.3,1,0,False,Low
101347,Tracy Schmidt,AD,Yes,9.45,0,1,False,Low
101348,Richard Mason,ECE,Yes,8.01,3,1,False,Low
101349,Alexis Daugherty,CIVIL,No,7.02,1,0,False,Low
101350,Tracy Landry,AD,Yes,8.61,0,1,False,Low
101351,Samantha Fox,AD,No,6.55,0,0,False,Low
101352,Joseph Golden,MECH,Yes,9.06,6,1,False,Low
101353,Tina Morales,CIVIL,Yes,6.18,1,1,False,Low
101354,Sarah Dougherty,EEE,No,5.56,4,0,False,High
101355,Mark Goodman,MECH,No,6.03,6,0,False,Low
101356,Rebecca Martin,EEE,No,5.85,4,0,False,High
101357,Robert Barber,FT,Yes,8.69,5,1,False,Low
101358,Scott Coleman,FT,Yes,9.44,5,1,False,Low
101359,Cindy Tran,CIVIL,Yes,9.48,1,1,False,Low
101360,Nicole Wilkins,AD,No,9.71,0,0,True,Low
101361,Jeremy Stewart,EEE,No,6.77,4,0,False,Low
101362,Kelly Flynn,CSE,Yes,8.97,2,1,False,Low
101363,Scott Spencer,ECE,No,7.08,3,0,False,Low
101364,Nicholas Lee,CIVIL,Yes,8.6,1,1,False,Low
101365,Alexandra Matthews,MECH,Yes,5.19,6,1,False,High
101366,Ryan Garza,EEE,No,6.55,4,0,False,Low
101367,Grace Guerrero,MECH,No,9.34,6,0,True,Low
101368,Luis Jacobs,CIVIL,Yes,5.46,1,1,False,High
101369,Jacob Vaughan,AD,No,7.03,0,0,False,Low
101370,Gary Campbell,CIVIL,No,5.33,1,0,False,High
101371,Beverly Moreno,CIVIL,Yes,9.11,1,1,False,Low
101372,Heather Haley,CSE,Yes,5.08,2,1,False,High
101373,Jeffrey Cantrell,FT,Yes,9.52,5,1,False,Low
101374,Allen Farley,EEE,Yes,9.4,4,1,False,Low
101375,Andrea Flores,FT,Yes,7.56,5,1,False,Low
101376,Joseph Everett,ECE,Yes,6.93,3,1,False,Low
101377,Dr. Robert Jimenez,MECH,Yes,5.19,6,1,False,High
101378,Brian Yang,MECH,Yes,6.53,6,1,False,Low
101379,Stephanie Hernandez,CIVIL,No,6.7,1,0,False,Low
101380,Trevor Norris,FT,Yes,7.07,5,1,False,Low
101381,David Melton,FT,No,7.91,5,0,True,Low
101382,Nancy Kennedy,AD,No,5.95,0,0,False,High
101383,Dr. Jimmy Stephens MD,AD,Yes,9.26,0,1,False,Low
101384,Randall Porter,FT,No,6.28,5,0,False,Low
101385,Amy Cook,CSE,Yes,9.04,2,1,False,Low
101386,Christie Brown,FT,Yes,8.29,5,1,False,Low
101387,Rachel Boyle,ECE,Yes,7.18,3,1,False,Low
101388,James Cantrell,ECE,Yes,6.62,3,1,False,Low
101389,Dawn Ortiz,CIVIL,Yes,5.33,1,1,False,High
101390,Gwendolyn Grimes,FT,No,5.92,5,0,False,High
101391,Rachel Hughes,MECH,Yes,5.24,6,1,False,High
101392,Alexis Hood,AD,No,9.95,0,0,True,Low
101393,Morgan Patel,CIVIL,Yes,5.67,1,1,False,High
101394,Michele Scott,MECH,Yes,8.23,6,1,False,Low
101395,Jared Brewer,CSE,Yes,9.89,2,1,False,Low
101396,Heather Martin,FT,Yes,5.14,5,1,False,High
101397,Sarah Smith,MECH,Yes,6.29,6,1,False,Low
101398,Michelle Adkins,MECH,No,8.25,6,0,True,Low
101399,Blake Nichols,FT,Yes,9.98,5,1,False,Low
101400,Paul Woods,FT,No,8.89,5,0,True,Low
101401,Rachel Edwards,EEE,No,5.21,4,0,False,High
101402,Derrick Collins,AD,Yes,8.61,0,1,False,Low
101403,Holly Stewart,CSE,No,8.2,2,0,True,Low
101404,Terry Ward,AD,Yes,9.7,0,1,False,Low
101405,Jessica Golden,ECE,No,9.0,3,0,True,Low
101406,Sara Hancock,CSE,Yes,9.02,2,1,False,Low
101407,Brian Hernandez,ECE,No,8.84,3,0,True,Low
101408,Jenny Daniel,CIVIL,Yes,6.33,1,1,False,Low
101409,Trevor Lee,AD,Yes,9.57,0,1,False,Low
101410,Kristina Pierce,ECE,Yes,6.5,3,1,False,Low
101411,Mr. Joshua Morales,CIVIL,Yes,6.4,1,1,False,Low
101412,Shane Zimmerman,CSE,No,8.18,2,0,True,Low
101413,Dalton Bass,CSE,Yes,7.29,2,1,False,Low
101414,Karen Lee,ECE,Yes,8.2,3,1,False,Low
101415,Deborah Smith,CSE,Yes,6.89,2,1,False,Low
101416,Makayla Moreno,AD,Yes,7.15,0,1,False,Low
101417,Julian Valdez III,ECE,No,7.47,3,0,False,Low
101418,Shannon Brennan,ECE,No,9.23,3,0,True,Low
101419,Jake Harper,EEE,No,6.78,4,0,False,Low
101420,Erika Jordan,CSE,Yes,6.38,2,1,False,Low
101421,Craig Fernandez,EEE,Yes,9.32,4,1,False,Low
101422,Karen Powell,FT,No,6.09,5,0,False,Low
101423,Monica Smith,AD,Yes,9.77,0,1,False,Low
101424,Katherine Henderson,ECE,No,7.69,3,0,True,Low
101425,Mercedes Hodges,AD,No,9.4,0,0,True,Low
101426,Mary Kerr,EEE,Yes,7.16,4,1,False,Low
101427,Samantha Young,FT,No,6.7,5,0,False,Low
101428,Abigail Mathews,AD,Yes,8.96,0,1,False,Low
101429,James Harmon,FT,Yes,7.26,5,1,False,Low
101430,Chloe Wilson,EEE,No,9.87,4,0,True,Low
101431,Amanda Stone,AD,No,8.36,0,0,True,Low
101432,Charles Davis,CSE,No,9.13,2,0,True,Low
101433,Richard Vaughn,CSE,Yes,9.93,2,1,False,Low
101434,Charles Estes,MECH,Yes,5.58,6,1,False,High
101435,Shane Ford Jr.,AD,No,5.43,0,0,False,High
101436,Monique Ross,ECE,No,5.75,3,0,False,High
101437,Ryan Davis,ECE,Yes,5.4,3,1,False,High
101438,Mark Phillips,MECH,No,7.47,6,0,False,Low
101439,April Lara,AD,Yes,9.07,0,1,False,Low
101440,Jacob Baxter,AD,No,6.91,0,0,False,Low
101441,Lori Shelton,EEE,No,8.49,4,0,True,Low
101442,Wayne Wolfe,AD,No,6.58,0,0,False,Low
101443,Charles Benton,CSE,Yes,9.59,2,1,False,Low
101444,Jason Perez,MECH,No,6.23,6,0,False,Low
101445,Lisa Owens,CSE,No,6.83,2,0,False,Low
101446,Andrew Hensley,CSE,Yes,9.61,2,1,False,Low
101447,Andrew Nelson,EEE,No,6.3,4,0,False,Low
101448,Kristen Reeves,AD,No,5.33,0,0,False,High
101449,Ashley Murray,EEE,No,5.52,4,0,False,High
101450,Leslie Hunt,CIVIL,Yes,7.15,1,1,False,Low
101451,Natasha Burnett,FT,Yes,6.06,5,1,False,Low
101452,Clifford Richard,FT,No,7.15,5,0,False,Low
101453,Preston Petty,EEE,Yes,8.38,4,1,False,Low
101454,Lisa Garrett,ECE,No,5.9,3,0,False,High
101455,Samuel Sharp,ECE,Yes,5.66,3,1,False,High
101456,Samantha Elliott,CIVIL,Yes,5.21,1,1,False,High
101457,Kenneth Hernandez,CIVIL,Yes,6.94,1,1,False,Low
101458,Ronald Fuentes,EEE,Yes,5.55,4,1,False,High
101459,Valerie Pope,CSE,No,6.14,2,0,False,Low
101460,Robert Gibson,EEE,No,6.91,4,0,False,Low
101461,Renee Downs,AD,Yes,8.9,0,1,False,Low
101462,Miguel White,FT,No,7.82,5,0,True,Low
101463,Crystal Harrison,FT,No,7.29,5,0,False,Low
101464,Ian Dillon,AD,Yes,7.38,0,1,False,Low
101465,Richard Cameron,CSE,No,5.43,2,0,False,High
101466,William Savage,MECH,Yes,7.34,6,1,False,Low
101467,Sarah Cox,FT,No,9.82,5,0,True,Low
101468,Rachel Carson,CIVIL,No,6.87,1,0,False,Low
101469,Brandy Osborne,FT,No,6.96,5,0,False,Low
101470,Julia Scott,CSE,No,8.67,2,0,True,Low
101471,Bill Harris,CSE,Yes,5.99,2,1,False,High
101472,Shannon Mcdaniel,MECH,No,5.4,6,0,False,High
